,accession,name,class,seq_len,is_mongrel,have_contig,complete,shotgun,chromosome
265,NC_050915,"Lethe uemurai mitochondrion, complete genome",Insecta,15272,False,False,True,False,False
266,NC_049092,"Alphitobius diaperinus mitochondrion, complete genome",Insecta,15511,False,False,True,False,False
267,NC_029498,"Acraea acerata mitochondrion, complete genome",Insecta,15281,False,False,True,False,False
268,CM003747,"Homo sapiens isolate NA24149 mitochondrion, complete sequence, whole genome shotgun sequence",Mammalia,16569,False,True,True,True,False
269,NC_033888,"Aporia bieti mitochondrion, complete genome",Insecta,15147,False,False,True,False,False
270,NC_049859,"Aphaenogaster famelica mitochondrion, complete genome",Insecta,19464,False,False,True,False,False
271,NC_036738,"Gynaephora jiuzhiensis mitochondrion, complete genome",Insecta,15859,False,False,True,False,False
272,NC_028300,"Catopuma badia isolate PBA mitochondrion, complete genome",Mammalia,16693,False,False,True,False,False
273,NC_004920,"Chrysochloris asiatica mitochondrion, complete genome",Mammalia,16652,False,False,True,False,False
274,NC_018352,"Necrophila americana mitochondrion, complete genome",Insecta,16902,False,False,True,False,False
275,NC_062110,"Eucarta virgo mitochondrion, complete genome",Insecta,15435,False,False,True,False,False
276,NC_011524,"Protohermes concolorus mitochondrion, complete genome",Insecta,15851,False,False,True,False,False
277,NC_063147,"Coomaniella dentata mitochondrion, complete genome",Insecta,16179,False,False,True,False,False
278,NC_028573,"Priodontes maximus voucher ISEM_T-2353 mitochondrion, complete genome",Mammalia,16492,False,False,True,False,False
279,NC_003426,"Ursus americanus mitochondrion, complete genome",Mammalia,16841,False,False,True,False,False
280,NC_026532,"Pieris canidia mitochondrion, complete genome",Insecta,15153,False,False,True,False,False
281,NC_005270,"Eschrichtius robustus mitochondrion, complete genome",Mammalia,16412,False,False,True,False,False
282,NC_048888,"Ostrinia zealis voucher ZLT4 mitochondrion, complete genome",Insecta,15208,False,False,True,False,False
283,NC_007393,"Rousettus aegyptiacus mitochondrion, complete genome",Mammalia,16706,False,False,True,False,False
284,NC_039370,"Proechimys quadruplicatus voucher INPA:GMP32, PSB2 mitochondrion, complete genome",Mammalia,16819,False,False,True,False,False
285,NC_046558,"Filchnerella qilianshanensis mitochondrion, complete genome",Insecta,15661,False,False,True,False,False
286,NC_053964,"Proteles cristata mitochondrion, complete genome",Mammalia,17159,False,False,True,False,False
287,NC_041114,"Traulia nigritibialis mitochondrion, complete genome",Insecta,15701,False,False,True,False,False
288,NC_061641,"Mocis ancilla mitochondrion, complete genome",Insecta,15726,False,False,True,False,False
289,NC_010298,"Hylomys suillus mitochondrion, complete genome",Mammalia,15353,False,False,True,False,False
290,NC_046549,"Sinopodisma lushiensis mitochondrion, complete genome",Insecta,15869,False,False,True,False,False
291,NC_042434,"Melamphaus rubrocinctus mitochondrion, complete genome",Insecta,16828,False,False,True,False,False
292,CM003501,"Homo sapiens isolate CHM1 mitochondrion, complete sequence, whole genome shotgun sequence",Mammalia,16569,False,True,True,True,False
293,NC_020700,"Dama dama isolate CYTO mitochondrion, complete genome",Mammalia,16330,False,False,True,False,False
294,NC_026692,"Lemyra melli mitochondrion, complete genome",Insecta,15418,False,False,True,False,False
295,NC_030012,"Coptotermes elisae isolate NG79 mitochondrion, complete genome",Insecta,14900,False,False,True,False,False
296,NC_062180,"Asota paliura mitochondrion, complete genome",Insecta,15399,False,False,True,False,False
297,NC_037818,"Anopheles fluminensis clone RJ04_1 mitochondrion, complete genome",Insecta,15429,False,False,True,False,False
298,NC_030026,"Heterotermes malabaricus isolate IND3 mitochondrion, complete genome",Insecta,14912,False,False,True,False,False
299,NC_001941,"Ovis aries mitochondrion, complete genome",Mammalia,16616,False,False,True,False,False
300,NC_042151,"Aristobia reticulator mitochondrion, complete genome",Insecta,15838,False,False,True,False,False
301,NC_057102,"Analcellicampa danfengensis mitochondrion, complete genome",Insecta,15968,False,False,True,False,False
302,NC_034720,"Lepilemur edwardsi isolate ANK16 mitochondrion, complete genome",Mammalia,16923,False,False,True,False,False
303,NC_026131,"Episoriculus caudatus mitochondrion, complete genome",Mammalia,17129,False,False,True,False,False
304,NC_033349,"Chloronia mirifica mitochondrion, complete genome",Insecta,15877,False,False,True,False,False
305,NC_026228,"Polytremis nascens voucher Pn_MES_2 mitochondrion, complete genome",Insecta,15392,False,False,True,False,False
306,NC_037208,"Eomantis yunnanensis mitochondrion, complete genome",Insecta,15466,False,False,True,False,False
307,NC_037499,"Sabethes chloropterus mitochondrion, complete genome",Insecta,15609,False,False,True,False,False
308,NC_053543,"Svistella anhuiensis mitochondrion, complete genome",Insecta,16494,False,False,True,False,False
309,NC_025573,"Sarcophaga similis mitochondrion, complete genome",Insecta,15158,False,False,True,False,False
310,NC_046898,"Myrmus lateralis mitochondrion, complete genome",Insecta,17309,False,False,True,False,False
311,OU565303,"Sphecodes monilicornis genome assembly, organelle: mitochondrion",Insecta,15556,False,False,False,False,False
312,NC_034033,"Cubitermes fulvus mitochondrion, complete genome",Insecta,14950,False,False,True,False,False
313,NC_012773,"Varecia variegata variegata mitochondrion, complete genome",Mammalia,16965,False,False,True,False,False
314,NC_027852,"Neoneuromus tonkinensis mitochondrion, complete genome",Insecta,15776,False,False,True,False,False
315,OU452271,"Furcula furcula genome assembly, organelle: mitochondrion",Insecta,17158,False,False,False,False,False
316,NC_004921,"Elephantulus sp. VB001 mitochondrion, complete genome",Mammalia,16677,False,False,True,False,False
317,NC_042214,"Astictopterus jama mitochondrion, complete genome",Insecta,15430,False,False,True,False,False
318,NC_047184,"Tephritis femoralis mitochondrion, complete genome",Insecta,15117,False,False,True,False,False
319,NC_039642,"Idioscopus clypealis mitochondrion, complete genome",Insecta,15393,False,False,True,False,False
320,NC_039948,"Suhpalacsa longialata mitochondrion, complete genome",Insecta,15911,False,False,True,False,False
321,NC_061053,"Schistocerca piceifrons mitochondrion, complete genome",Insecta,15608,False,False,True,False,False
322,NC_020753,"Tragulus kanchil isolate NLVD83 mitochondrion, complete genome",Mammalia,16333,False,False,True,False,False
323,NC_049568,"Bubalus bubalis mitochondrion, complete genome",Mammalia,16358,False,False,True,False,False
324,NC_020749,"Tragelaphus eurycerus isolate SUN8 mitochondrion, complete genome",Mammalia,16349,False,False,True,False,False
325,NC_026670,"Peirates atromaculatus isolate WH2 mitochondrion, complete genome",Insecta,16314,False,False,True,False,False
326,NC_035890,"Helicoverpa assulta mitochondrion, complete genome",Insecta,15373,False,False,True,False,False
327,NC_041656,"Magicicada tredecula isolate MT114 mitochondrion, complete genome",Insecta,14453,False,False,True,False,False
328,NC_018095,"Ahamus yunnanensis mitochondrion, complete genome",Insecta,15816,False,False,True,False,False
329,NC_059872,"Miltogramma oestracea mitochondrion, complete genome",Insecta,18277,False,False,True,False,False
330,NC_046399,"Acropyga smithii voucher ACR54 mitochondrion, complete genome",Insecta,15558,False,False,True,False,False
331,NC_027684,"Meriones meridianus mitochondrion, complete genome",Mammalia,16376,False,False,True,False,False
332,NC_016689,"Pseudois schaeferi mitochondrion, complete genome",Mammalia,16663,False,False,True,False,False
333,NC_060405,"Cochylimorpha cultana mitochondrion, complete sequence",Insecta,15348,False,False,True,False,False
334,NC_027176,"Luciola substriata mitochondrion, complete genome",Insecta,16248,False,False,True,False,False
335,NC_059067,"Cryptocercus weixiensis mitochondrion, complete genome",Insecta,15439,False,False,True,False,False
336,NC_046562,"Sinopodisma lofaoshana mitochondrion, complete genome",Insecta,15867,False,False,True,False,False
337,OV656865,"Acleris emargana genome assembly, organelle: mitochondrion",Insecta,16351,False,False,False,False,False
338,NC_060762,"Drosophila suzukii mitochondrion, complete genome",Insecta,16392,False,False,True,False,False
339,NC_025283,"Lasiopodomys mandarinus mitochondrion, complete genome",Mammalia,16375,False,False,True,False,False
340,NC_046469,"Carabus changeonleei mitochondrion, complete genome",Insecta,16831,False,False,True,False,False
341,CM037828,"Bos taurus isolate LICJ1 breed Jersey mitochondrion, complete sequence, whole genome shotgun sequence",Mammalia,16339,False,True,True,True,False
342,NC_034081,"Promirotermes pygmaeus mitochondrion, complete genome",Insecta,14950,False,False,True,False,False
343,EU352212,"Aedes aegypti mitochondrion, complete genome",Insecta,16655,False,False,True,False,False
344,NC_050653,"Osmylus fulvicephalus mitochondrion, complete genome",Insecta,16280,False,False,True,False,False
345,CM016608,"Canis lupus familiaris isolate Zoey breed Great Dane mitochondrion, complete sequence, whole genome shotgun sequence",Mammalia,16756,False,True,True,True,False
346,NC_045239,"Dasypogon diadema mitochondrion, complete genome",Insecta,16947,False,False,True,False,False
347,NC_050313,"Elodes minuta isolate DM1234 mitochondrion, complete genome",Insecta,16532,False,False,True,False,False
348,NC_034355,"Papilio dardanus mitochondrion, complete genome",Insecta,15349,False,False,True,False,False
349,NC_002746,"Isoodon macrourus mitochondrion, complete genome",Mammalia,16852,False,False,True,False,False
350,NC_029511,"Acraea alcinoe mitochondrion, complete genome",Insecta,15729,False,False,True,False,False
351,NC_028168,"Atrijuglans hetaohei mitochondrion, complete genome",Insecta,15379,False,False,True,False,False
352,NC_015095,"Apochrysa matsumurae mitochondrion, complete genome",Insecta,16214,False,False,True,False,False
353,NC_012456,"Hydaropsis longirostris mitochondrion, complete genome",Insecta,16521,False,False,True,False,False
354,NC_005034,"Urotrichus talpoides mitochondrion, complete genome",Mammalia,16904,False,False,True,False,False
355,NC_020643,"Martes foina voucher YP6135 mitochondrion, complete genome",Mammalia,16530,False,False,True,False,False
356,NC_043930,"Budorcas taxicolor taxicolor mitochondrion, complete genome",Mammalia,16584,False,False,True,False,False
357,NC_051891,"Argyra pingwuensis mitochondrion, complete genome",Insecta,15859,False,False,True,False,False
358,NC_034924,"Spaniocelyphus pilosus mitochondrion, complete genome",Insecta,16426,False,False,True,False,False
359,NC_046600,"Caloptilia theivora mitochondrion, complete genome",Insecta,15297,False,False,True,False,False
360,NC_058972,"Pentatoma metallifera voucher HEM132 mitochondrion, complete genome",Insecta,15740,False,False,True,False,False
361,NC_035061,"Aquatica wuhana mitochondrion, complete genome",Insecta,16186,False,False,True,False,False
362,NC_060820,"Mooreana trichoneura mitochondrion, complete genome",Insecta,15232,False,False,True,False,False
363,NC_019635,"Chrysomya saffranea mitochondrion, complete genome",Insecta,15839,False,False,True,False,False
364,NC_040292,"Nycticebus coucang insularis mitochondrion, complete genome",Mammalia,16765,False,False,True,False,False
365,NC_018780,"Equus zebra hartmannae isolate H21 mitochondrion, complete genome",Mammalia,16409,False,False,True,False,False
366,NC_013240,"Schistocerca gregaria gregaria mitochondrion, complete genome",Insecta,15625,False,False,True,False,False
367,NC_030508,"Hypsopygia regina mitochondrion, complete genome",Insecta,15212,False,False,True,False,False
368,CM025099,"Rhynchophorus ferrugineus isolate AA-2017 mitochondrion, whole genome shotgun sequence",Insecta,17157,False,True,False,True,False
369,NC_005278,"Lagenorhynchus albirostris mitochondrion, complete genome",Mammalia,16393,False,False,True,False,False
370,NC_024568,"Genetta servalina isolate GLC9 mitochondrion, complete genome",Mammalia,16938,False,False,True,False,False
371,NC_039686,"Budorcas taxicolor tibetana mitochondrion, complete genome",Mammalia,16665,False,False,True,False,False
372,NC_042216,"Notocrypta curvifascia mitochondrion, complete genome",Insecta,15546,False,False,True,False,False
373,NC_011115,"Oedaleus decorus asiaticus mitochondrion, complete genome",Insecta,16259,False,False,True,False,False
374,NC_062361,"Hippotragus niger roosevelti voucher ZMUC:H.R.Siegismund 1646 haplogroup Eastern 1 mitochondrion, complete genome",Mammalia,16509,False,False,True,False,False
375,NC_001808,"Ceratotherium simum mitochondrion, complete genome",Mammalia,16832,False,False,True,False,False
376,NC_034108,"Nasutitermes arborum mitochondrion, complete genome",Insecta,14950,False,False,True,False,False
377,OU611838,"Ptilodon capucinus genome assembly, organelle: mitochondrion",Insecta,15381,False,False,False,False,False
378,NC_062438,"Stenamma muralla voucher SRR1303387 mitochondrion, complete genome",Insecta,18685,False,False,True,False,False
379,NC_036290,"Hylastes attenuatus voucher BMNH 1047345 mitochondrion, complete genome",Insecta,17409,False,False,True,False,False
380,FR997753,"Ochropleura plecta genome assembly, organelle: mitochondrion",Insecta,15340,False,False,False,False,False
381,NC_033905,"Sinopodisma houshana mitochondrion, complete genome",Insecta,15818,False,False,True,False,False
382,NC_049123,"Scaptochirus moschatus isolate M11099 mitochondrion, complete genome",Mammalia,16763,False,False,True,False,False
383,NC_025952,"Mus spretus mitochondrion, complete genome",Mammalia,16286,False,False,True,False,False
384,NC_045874,"Diamesus osculans mitochondrion, complete genome",Insecta,19400,False,False,True,False,False
385,NC_058969,"Hippotiscus dorsalis voucher HEM123 mitochondrion, complete genome",Insecta,15402,False,False,True,False,False
386,NC_009967,"Anabrus simplex mitochondrion, complete genome",Insecta,15766,False,False,True,False,False
